budget,homepage,keywords,original_language,overview,viewercount,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,vote_count,vote_average,Drama,Crime,War,TV Movie,Adventure,Western,Comedy,Science Fiction,Action,Thriller,Music,Horror,Foreign,Mystery,Fantasy,Romance,Documentary,Animation,History,Family
0.09375,Uknown,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 570, ""name"": ""rape""}, {""id"": 591, ""name"": ""cia""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 2419, ""name"": ""staging""}, {""id"": 2559, ""name"": ""film maker""}, {""id"": 2941, ""name"": ""albania""}, {""id"": 2943, ""name"": ""sex scandal""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 2952, ""name"": ""gulf war""}, {""id"": 2953, ""name"": ""media adviser""}, {""id"": 2954, ""name"": ""manipulation of the media""}, {""id"": 6085, ""name"": ""election campaign""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6091, ""name"": ""war""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 34094, ""name"": ""extramarital affair""}]",4,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",0.13338930330918175,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]",333,1997-12-25,0.1387829654427646,0.1978021978021978,381,1,"A comedy about truth, justice and other special effects.",0.08338678640153943,0.7169811320754718,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,Uknown,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 9673, ""name"": ""love""}, {""id"": 187056, ""name"": ""woman director""}]",4,The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,0.07106410733254537,"[{""name"": ""Lucky Monkey Pictures"", ""id"": 11093}, {""name"": ""Red Hour Films"", ""id"": 12178}]",333,2012-08-25,0.0,0.15384615384615385,282,1,Dating Sucks,0.025978191148171903,0.3584905660377359,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0.34375,Uknown,"[{""id"": 1563, ""name"": ""prisoner""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 12670, ""name"": ""los angeles""}]",4,"Ray Tango and Gabriel Cash are narcotics detectives who, while both being extremely successful, can't stand each other. Crime Lord Yves Perret, furious at the loss of income that Tango and Cash have caused him, frames the two for murder. Caught with the murder weapon on the scene of the crime, the two have no alibi. Thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.",0.2240276705887987,"[{""name"": ""Warner Bros."", ""id"": 6194}]",333,1989-12-22,0.13695165010799137,0.27472527472527475,282,1,Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.,0.14368184733803718,0.6037735849056604,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,Uknown,"[{""id"": 13095, ""name"": ""death of lover""}, {""id"": 14789, ""name"": ""art thief""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 158927, ""name"": ""police investigation""}]",4,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,0.20467240304274395,"[{""name"": ""Nordisk Film"", ""id"": 235}, {""name"": ""Yellow Bird Films"", ""id"": 5746}, {""name"": ""Friland Produksjon"", ""id"": 8246}, {""name"": ""ARD Degeto Film"", ""id"": 10947}]",121,2011-08-04,0.03390865442764582,0.23076923076923078,46,1,The hunt is on.,0.12475946119307246,0.7924528301886793,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.15000000000000002,Uknown,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2029, ""name"": ""iowa""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3451, ""name"": ""housewife""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 221355, ""name"": ""nature documentary""}]",4,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,0.1730103769434025,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]",333,1995-05-28,0.3931244427645789,0.6153846153846154,282,1,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,0.1202694034637588,0.8301886792452831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.48750000000000004,Uknown,"[{""id"": 6259, ""name"": ""psychopath""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 18525, ""name"": ""fbi agent""}]",4,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",0.09894776130336339,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",125,2002-09-29,0.45182785745140397,0.4945054945054945,282,1,Before the Silence.,0.3543938422065427,0.7169811320754718,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0.21875,Uknown,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2381, ""name"": ""wedding planer""}, {""id"": 5989, ""name"": ""man of one's dreams""}, {""id"": 5990, ""name"": ""wine garden""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 155539, ""name"": ""sicilian""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 196700, ""name"": ""wedding day""}, {""id"": 196701, ""name"": ""meant for each other""}]",4,"Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",0.14685286593529784,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Dee Gee Entertainment"", ""id"": 869}, {""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""Prufrock Pictures"", ""id"": 34207}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. Produktions KG"", ""id"": 65403}]",333,2001-01-26,0.20459725485961128,0.26373626373626374,282,1,His big day is her big problem.,0.13373957665169978,0.49056603773584906,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21875,http://www.wanderlust-movie.com/Wanderlust/home.html,"[{""id"": 458, ""name"": ""hippie""}, {""id"": 2412, ""name"": ""commune""}, {""id"": 10031, ""name"": ""nudism""}, {""id"": 13100, ""name"": ""nude protest""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",4,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",0.20552553016994962,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""A Hot Dog"", ""id"": 41962}]",333,2012-02-23,0.05218128293736504,0.2087912087912088,282,1,Leave your baggage behind,0.12315586914688903,0.4528301886792453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3375,http://www.youmeanddupree.com/,"[{""id"": 1253, ""name"": ""roommate""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 156578, ""name"": ""newlywed""}]",4,"After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",0.18279995362189522,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kaplan/Perrone Entertainment"", ""id"": 11844}, {""name"": ""MMCB Film Produktion 2004"", ""id"": 59957}]",333,2006-07-14,0.2817092181425486,0.3186813186813187,282,1,Two's company. Dupree's a crowd.,0.12732520846696602,0.4716981132075473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.037500000000000006,http://www.roomthemovie.com,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1337, ""name"": ""carpet""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2883, ""name"": ""imprisonment""}, {""id"": 9229, ""name"": ""grandparents""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 15381, ""name"": ""captive""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 221604, ""name"": ""shed""}, {""id"": 221605, ""name"": ""skylight""}]",4,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,0.6506077063742954,"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Film 4"", ""id"": 2335}, {""name"": ""Element Pictures"", ""id"": 3353}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""No Trace Camping"", ""id"": 35846}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Elevation Pictures"", ""id"": 82552}]",59,2015-10-16,0.07646168034557238,0.4175824175824176,282,1,Love knows no boundaries,0.881013470173188,0.9811320754716981,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3125,Uknown,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 162365, ""name"": ""military""}, {""id"": 166109, ""name"": ""child murder""}, {""id"": 191543, ""name"": ""stalinism""}, {""id"": 208611, ""name"": ""1950s""}]",4,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",0.39715228945419556,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Worldview Entertainment"", ""id"": 9015}]",213,2015-03-15,0.007179978401727877,0.6373626373626373,282,1,How do you find a killer who doesn’t exist?,0.1722257857601026,0.6037735849056604,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.053125000000000006,http://swimfan.film.ru/,"[{""id"": 271, ""name"": ""competition""}, {""id"": 732, ""name"": ""coma""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2069, ""name"": ""bathing""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 11827, ""name"": ""swimmer""}, {""id"": 15058, ""name"": ""swimming""}, {""id"": 156316, ""name"": ""troubled teen""}]",4,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",0.047360646319218436,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Furthur Films"", ""id"": 33433}, {""name"": ""Forrest Films"", ""id"": 89630}]",333,2002-09-06,0.07432233261339097,0.054945054945054916,282,1,His biggest fan just became his worst nightmare.,0.019243104554201418,0.39622641509433965,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.3125,Uknown,"[{""id"": 1227, ""name"": ""cemetery""}, {""id"": 1384, ""name"": ""diamant""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 15127, ""name"": ""killer""}]",4,"When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret..",0.1138377283046487,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Furthur Films"", ""id"": 33433}]",20,2001-09-28,0.2160261166306696,0.37362637362637363,157,1,...I'll never tell.,0.06735086593970491,0.5849056603773586,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.03125,http://www.firstlookstudios.com/films/warinc/,"[{""id"": 2708, ""name"": ""hitman""}, {""id"": 169086, ""name"": ""political satire""}]",4,"War Inc. is set in the future, when the fictional desert country of Turaqistan is torn by a riot after a private corporation, Tamerlane, owned by the former Vice President of the United States, has taken over the whole country. Brand Hauser, a hit man who suppresses his emotions by gobbling down hot sauce, is hired by the corporation's head to kill the CEO of their competitors.",0.06135371134324319,[],35,2008-04-28,0.0027995334773218417,0.2967032967032967,282,1,When it comes to war... America means business,0.024374599101988442,0.5094339622641509,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
0.01687500000000003,Uknown,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 293, ""name"": ""female nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 627, ""name"": ""killing""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 830, ""name"": ""car race""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1859, ""name"": ""arizona""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 5484, ""name"": ""reincarnation""}, {""id"": 6149, ""name"": ""police""}, {""id"": 8574, ""name"": ""auto-tuning""}, {""id"": 9666, ""name"": ""street race""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9844, ""name"": ""car crash""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10726, ""name"": ""gang""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 194988, ""name"": ""drag racing""}, {""id"": 197591, ""name"": ""roller skates""}, {""id"": 198141, ""name"": ""strange person""}, {""id"": 216994, ""name"": ""budweiser""}, {""id"": 227860, ""name"": ""turbo intercepter""}]",4,"Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. After Walsh beats the decent teenager Jamie Hankins to death after finding him with his girlfriend, a mysterious power creates Jake Kesey, an extremely cool motor-biker who has a car which is invincible. Jake befriends Jamie's girlfriend Keri Johnson, takes Jamie's sweet brother Bill under his wing and manages what Sheriff Loomis couldn't; eliminate Packard's criminal gang the hard way...",0.10281261977531511,"[{""name"": ""New Century Entertainment Corporation"", ""id"": 10165}, {""name"": ""Alliance Entertainment"", ""id"": 10166}, {""name"": ""Turbo Productions"", ""id"": 59346}]",298,1986-11-21,0.007559395248380146,0.15384615384615385,282,1,He's not from around here...,0.0314304041051956,0.5660377358490567,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
